,ID,SHORTCODE,LIKES,NUM_COMMENTS,DATE,WEEKDAY,CAPTION,IS_VIDEO,VIDEO_VIEW_COUNT,USERS_LIKED,TAGS,MENTIONS,HAS_COMMENTS
50,1679176048170656918,BdNobgajmSW,148,3,2017-12-27 16:50:05,Wednesday,If looks could kill  darling... The party returns to Oxford Social Club tomorrow night with @djkaossd in the house!  Click the link in our bio for guest list consideration.,False,,rubep_photography vanessabeard madeinam_erika money_aerial_media kaylynsenna oh_hexxx_yeeah brandond_lv drmartyyy stevebosslife sineadalice ,,darling... djkaossd Click ,True
51,1678697971745432241,BdL7ulDDiKx,104,0,2017-12-27 01:00:14,Wednesday,You can never be overdressed or overeducated. - Oscar Wilde  We re-open Thursday for New Year's Eve weekend at Oxford Social Club. Click the link in our bio for more information and NYE Reservations! #PendryNYE,False,,awardboominthepromoter nickviciouss codyblake_sandiego nattcity goldensolisairbrushtanning jcontrer1986 withlovedesirie kvng_jay0421 joshlanglv djque ,PendryNYE ,We ,False
52,1676339866533387494,BdDjjobjFzm,108,2,2017-12-23 18:55:06,Saturday,We're excited to welcome back the classically trained Stoli Ballerinas to Oxford Social Club on New Year's Eve!  Don't drop the ball  and book your ticket or VIP Reservation online by clicking the link in our bio.,False,,austinrott frannnnygirl cinemazay mamandmardj christinamisleh hlockmoney cocktailwaitresses kvng_jay0421 its_zef veggiepizzaqueen ,,Don't and ,True
53,1675581362684131181,BdA3F8rDXdt,129,8,2017-12-22 17:48:05,Friday,We will be CLOSED for the holiday weekend. The party returns to Oxford Social Club on Decemeber 28th for NYE Weekend! Until then  #StaySophisticated San Diego.,False,,tatianna_almaz _bribrixoxoxo_ jasononsax daniel_guang hellaclassic c.h.r.i.s.t.yy cinemazay bpip115 samantha_ssmithh crohncannabis ,StaySophisticated ,,True
54,1670635265830210384,BcvSexBDMtQ,260,9,2017-12-15 22:01:04,Friday,Join us tonight for plenty of champagne and sounds by @DJMikeAttack!,False,,fitandfierce1 mujermaravilla27 sineadalice smontess bridgetphl2las raulmeza83 mrdh87 ayoomiggs nicholascrates sdprideca ,,DJMikeAttack! ,True
55,1664865750538384159,BcaypRLjfMf,105,1,2017-12-07 22:58:05,Thursday,Perhaps we're all ready to kick off the weekend!? Join us tonight with sounds by @cheyennegiles #OxfordNights,False,,michaeljunior__ nicotuxedo iamjroc chrisdolcesd josharevalo_ psjazzmin_ withlovedesirie mamaratonka.pl djque jcontrer1986 ,OxfordNights ,cheyennegiles ,True
56,1661199589045016920,BcNxDmODZlY,128,1,2017-12-02 21:34:04,Saturday,We 💙 Saturday Nights at Oxford! Join us tonight with @TheDijital. Click the link in our bio for guest list and VIP Reservations.,False,,djsd_ anthony_afonsoo jvictoria04 arleneibarra money_aerial_media e___888 modont at__thisguy _sweet.dulce.soraya_ djque ,,TheDijital. ,True
57,1659761618416678201,BcIqGXtjbU5,248,3,2017-11-30 21:57:05,Thursday,Everything sparkles under the chandelier! Meet us tonight at Oxford Social Club with sounds by @DJDecon. Click the link in our bio for guest list consideration.,False,,arkin619 salty_wolf chrisegura86 ljacq8 ell_jefe1 djdmiles lily_johnson linz0817 sirpearce colonelcopin ,,DJDecon. ,True
58,1655269011405833093,Bb4smVYjoOF,165,1,2017-11-24 17:11:04,Friday,Join us TONIGHT for our #BlackFriday specials at Oxford Social Club. Book a VIP Table and receive your first bottle for only $100 and $5 select cocktails until midnight.  Click the link in our bio for guest list.,False,,coach019 sabrina.1lene seancharsley cel_nuncio money_aerial_media jbladow nickviciouss cosmeticindustrypro ramone_russell annaleyendekker ,BlackFriday ,Click ,True
59,1651149863998223015,BbqEA2ajHKn,211,4,2017-11-19 00:47:03,Sunday,Never a dull moment once you arrive at Oxford Social Club. Join us tonight featuring sounds by @DJBobbyFrench.  For Guest List Consideration  click the link in our bio!,False,,tinacama smmurtha itz._.dez marcoag7 realtortylerjones 3rik_navarro sarah_renee94 teresatripp mar.sol.love jillianberres ,,DJBobbyFrench. For click ,True
60,1648975032297147889,BbiVg4jj03x,226,4,2017-11-16 00:46:03,Thursday,Kick off the weekend in style at Oxford Social Club. THU: @DJKaosSD FRI: @DJerock SAT: @DJBobbyFrench  For Guest List Consideration  click the link in our bio!,False,,stevelivinfit karinnashley elizabethhcb arkin619 shopoverload madeinam_erika addypadilla salty_wolf fitandfierce1 ,,DJKaosSD DJerock DJBobbyFrench For click ,True
61,1645336484071154766,BbVaNCdDSRO,144,5,2017-11-11 00:16:55,Saturday,TGIF!! Join us tonight under the chandelier and let’s cheers to the weekend with sounds by @DJSpryte.,False,,karriegurl lextovar alishier1 raymiem tokenmcsmokes619 monzerack fvwnzho jonathanjttownsend djkyleflesch kalynnilene ,,DJSpryte. ,True
62,1639452781277182908,BbAgZ5ODXu8,124,3,2017-11-02 21:27:03,Thursday,We’re back at it tonight with @deejayal in the house at Oxford Social Club!  Click the link in our bio for guest list consideration. #OxfordNights,False,,jerryapotter thejennwheezy michaeljunior__ ruccababy louisloother prince_chunk will_delosreyes kevmo25 djschoenyofficial fer.canto.11 ,OxfordNights ,deejayal Click ,True
63,1637187219507384965,Ba4dRoZjBKF,125,1,2017-10-30 18:27:25,Monday,The party continues TOMORROW night with our #CostumeContest at Oxford Social Club.  Dress up for a chance to WIN up to $10 000 in cash and prizes. Click the link in our bio for guest list &amp; VIP Reservations.,True,1536.0,djaylasimone fvwnzho rideplaytv tokenmcsmokes619 j_dubz89 kaylynsenna djschoenyofficial reza_raccoon king_gabriella joebrooksforever ,CostumeContest ,Dress ,True
64,1630100680428342114,BafR-6lDcti,174,0,2017-10-20 23:46:05,Friday,1️⃣Party. 3️⃣ Venues. 1️⃣Ticket We invite you to experience the #HalloweenBall at Oxford Social Club  @LionfishSD  and @PoolHouseSD featuring special guests @MyFabolousLife &amp; @Bassjackers!  Your ticket gets you access into our multi-level party all night long with hosted cocktail hour including tray passed appetizers from 8-9PM. ✨Click the link in our bio for tickets &amp; VIP Reservations.,False,,eeelex.noble pattyccaakkee naj.naj2015 msdianasimpson ramon_urenaa scott_wellinger purple_lamborghini_90 lily_johnson djones_213619 lemonanne ,HalloweenBall ,@LionfishSD and PoolHouseSD MyFabolousLife Bassjackers! Your ,False
65,1629392017467551838,Bacw2gxArBe,96,2,2017-10-20 00:18:06,Friday,Raise your glass and let's cheers to the weekend at Oxford Social Club! Sounds by @DjKaos.  Click the link in our bio for guest list and VIP Reservations.,False,,louisloother alyssamopia tinacama antonellacooper slave2stylez kvng_jay0421 champagneallyear ryanlabbe samaccounting djque ,,DjKaos. Click ,True
66,1624965841277727883,BaNCdK9gLSL,138,1,2017-10-13 21:44:05,Friday,Friday the 13th never looked better. Join us tonight at Oxford Social Club with @DJNeva!  Click the link in our bio for guest list consideration.,False,,fotobudz andrewdue brandond_lv rideplaytv fvwnzho msnichols86 josharevalo_ e___888 deejaylomo gil161 ,,DJNeva! Click ,True
67,1624210368442350965,BaKWrmDgz11,181,5,2017-10-12 20:43:05,Thursday,Meet us under the chandelier and let's kick off the weekend tonight with Deejay AL!,False,,jmpetro georgettedr lewisphares philipagl drinkmagicbullet lexbogan valerie_victoria nunya_bizz_nasss theglobopreneur adamhahn ,,,True
68,1619972662874935924,BZ7TI3MgRJ0,227,6,2017-10-07 00:23:31,Saturday,Celebrate the night at Oxford Social Club with sounds by @djmrbest! #OxfordNights  For guest list and VIP Reservations: TheOxfordSD.com,False,,iannsolus steffaniegarciaa nicolextayl0r kimbellabella jmoaddab jenmen619 staytrue4real_ jennaspittler julzvelez ruccababy ,OxfordNights ,djmrbest! For ,True
69,1618633177331557107,BZ2ikyEgmLz,95,1,2017-10-05 04:02:12,Thursday,@djdecon kicks off the weekend with us tomorrow at #OxfordSocialClub!,False,,dveeezy_ its_zef cvaldez_25 fromri_to_sc slave2stylez ime_perez johannapartida sean.coughlin kvng_jay0421 djque ,OxfordSocialClub ,djdecon ,True
70,1614812464048901041,BZo92Figgux,164,6,2017-09-29 21:31:08,Friday,We're all smiles on #Friday! Join us tonight with @djmikeattack at Oxford Social Club. . Join us for another weekend at @TheOxfordSD. Click the link in our bio for guest list consideration.,False,,msnichols86 __samantha_s dj.dlion djmikeattack adamhahn djpetealexander lexie___f hugo_justice tommykennard ericaalexis ,Friday ,djmikeattack TheOxfordSD. ,True
71,1613499227323838358,BZkTP-iAS-W,248,5,2017-09-28 02:01:58,Thursday,It all kicks off tomorrow night at Oxford Social Club with @djschoenyofficial! Click the link in our bio for guest list consideration or VIP reservations✨🍾,False,,nicolextayl0r thefuerstlady nickkbarb lovelymisstyne somethinglovelyweddings millycroz robertc194 dennisjacobsmusic theglobopreneur tiffany__short ,,djschoenyofficial! ,True
